
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
buildtoolbar_popup_uts_LogicCircuit     Doar pentru arhitecții avansați.\n\nUn panou simplu de circuite, folosit pentru a face o operație logică basată pe datele introduse.\n\nOperații valabile: And (Și) / Or (Sau) / Not (Negație) / Nand (Sau Nu) / Nor (Nici) / Xor (Exclusiv)\n\nDă click dreapta să treci prin operațiile logice.
buildtoolbar_popup_uts_LogicBridge      Doar pentru arhitecții avansați.\n\nRecepționează semnalul electric primit și îl atașază la un Cablu Electric instalat în același spațiu. Acel Cablu Electric va duce semnalul până la orice alt Circuit Logic instalat pe acelasi Cablu.\n\nPoate fi folosit să 'tranzmită' un semnal comun prin toată închisoarea. Ex: Util pentru a tranzmite un semnal comun de Ceas.
buildtoolbar_popup_uts_DoorTimer        Poate fi folosit să deschidă uși în mod automat, în anumite momente ale zilei.\n\nFolosește unealta de Conectare pentru a conecta acest cronometru la Servomotoarele Ușilor.
buildtoolbar_popup_uts_Wire             Conectează împreună sistemele tale de acces la distanță.
buildtoolbar_popup_uts_showallwires		Arată toate firele conectate din închisoarea ta.
buildtoolbar_popup_uts_remotedoor       O ușă solidă de metal, care nu poate fi deschisă cu o cheie (Poate fi deschisă doar de la distanță). Folosește asta ca să poți preveni evadări masive, în caz că un prizonier pune mâna pe chei ale închisorii.
buildtoolbar_popup_uts_dismantleutility	Elimină un obiect utilitar din închisoarea ta.
buildtoolbar_popup_uts_pressurepad      Trimite un semnal obiectelor conectate, atunci stă ceva pe senzor.
buildtoolbar_popup_uts_statuslight      Se aprinde cu verde sau roșu, pe baza semnalului primit.

buildtoolbar_popup_autolights_name      Auto Lumini
buildtoolbar_popup_autolights           Amplasare Automată De Lumini
buildtoolbar_popup_autolights_desc      Când este apăsat, lumini vor fi amplasate automat prin construcțiile tale nou create, odată ce sunt terminate.

buildtoolbar_contraband_source          Arată toate locurile dimprejurul închisorii tale, din care poate fi furată marfă de contrabandă.
buildtoolbar_contraband_day             Arată toată marfa de contrabandă confiscată în ultimele 24 de ore.
buildtoolbar_contraband_week            Arată toată marfa de contrabandă confiscată în ultimele 7 zile.
buildtoolbar_contraband_alltime         Arată toată marfa de contrabandă confiscată de când a fost înființată închisoarea.
buildtoolbar_contraband_informants      Arată informații adunate de informatorii tăi confidențiali.

buildtoolbar_deployment_Guards          Desemnează paznici pentru sectoarele închisorii tale.
buildtoolbar_deployment_Patrols         Ține apăsat click stânga pentru a trasa rute de patrulă.\n\nPentru a desemna un paznic unei rute, dă click din nou pe un spațiu al unei rute existente.\nȚine apăsat click dreapta pentru a elimina o patrulă.
buildtoolbar_deployment_DogPatrols      Ține apăsat click stânga pentru a trasa rute de patrulă.\n\nPentru a desemna un paznic unei rute, dă click din nou pe un spațiu al unei rute existente\nȚine apăsat click dreapta pentru a elimina o patrulă.
buildtoolbar_deployment_ArmedPatrols    Ține apăsat click stânga pentru a trasa rute de patrulă.\n\nPentru a desemna un paznic unei rute, pe un spațiu al unei rute existente.\nȚine apăsat click dreapta pentru a elimina o patrulă.
buildtoolbar_deployment_SharedZone      Toți prizonierii vor avea voie să intre în acest sector.
buildtoolbar_deployment_MinSecZone      Doar prizonierii de minimă securitate vor avea voie să intre în acest sector.
buildtoolbar_deployment_MedSecZone      Doar prizonierii de securitate medie vor avea voie să intre în acest sector.
buildtoolbar_deployment_MaxSecZone      Doar prizonierii de maximă securitate vor avea voie să intre în acest sector.
buildtoolbar_deployment_ProtectedZone   Doar prizonierii din custodie vor avea voie să intre în acest sector.
buildtoolbar_deployment_SuperMaxZone    Doar prizonierii din Super Maximă Securitate vor avea voie să intre în acest sector.
buildtoolbar_deployment_DeathRowZone    Doar prizonierii condamnați la moarte vor avea voie să intre în acest sector.
buildtoolbar_deployment_StaffOnlyZone   Doar personalul va avea voie să intre în acest sector.
buildtoolbar_deployment_UnlockedZone    În acest sector va avea voie să intre oricine și toate ușile vor fi descuiate.

job_matsassigned                        Materiale Desemnate
job_matsavailable                       Materiale Valabile
job_awaitingmaterials                   În Așteptare De Materiale
job_inprogress                          Muncă În Desfășurare
job_blocked                             Muncă (Blocată)
job_queued                              Muncă (În Așteptare)

job_failed_noroute                      Lipsă De Rută
job_failed_nomaterials                  Lipsă De Materiale
job_failed_toodangerous                 Prea Periculos
job_failed_materialsbeingcarried        Materiale În Rută

job_rightclicktocancel                  Dă click dreapta pentru a anula
job_refundamount                        Sumă Rambursată: *X

failuremessage_blocked                  BLOCAT
failuremessage_cantafford               Fonduri Insuficiente
failuremessage_cantaffordupkeep         Întrece Bugetul Zilnic
failuremessage_maximumcountreached      Număr Maxim De Angajați Atins
failuremessage_maxstaff                 Prea Mult Personal


# =============================================================================
# Status Toolbar
# =============================================================================

statustoolbar_deliveries                Livrări
statustoolbar_finances                  Finanțe
statustoolbar_regime                    Regim
statustoolbar_escapemap                 Securitate
statustoolbar_electricity               Curent Electric
statustoolbar_stats                     Statistici
statustoolbar_danger                    Pericol
statustoolbar_jobs                      Muncă În Desfășurare
statustoolbar_gangs                     Găști
statustoolbar_staff                     Personal
statustoolbar_research                  Cercetări


# =============================================================================
# Sprite Bank Editor + other tools
# =============================================================================

spritebankeditor_title                  Editor Bancă De Spriteuri
spritebankeditor_create                 Creează
spritebankeditor_rotate                 Rotație
spritebankeditor_sort                   Sortează
spritebankeditor_markermodetitle        Mod De Marcare


# =============================================================================
# Codex
# =============================================================================

codex_mainmenu                          Meniul Principal
codex_campaign                          Campanie
codex_cutscenes                         Filmulețe
codex_qualifications                    Calificări
codex_load                              Încarcă Închisoare
codex_loadcampaign                      Încarcă Campanie
codex_save                              Salvează Închisoare
codex_savecampaign                      Salvează Campanie
codex_performance						Test De Performanță
codex_developer_load                    (Dezvoltator) Încarcă Hartă
codex_developer_save                    (Dezvoltator) Salvează Hartă
codex_developer_clearach                (Dezvoltator) Șterge Realizările
codex_contacts                          Contacte
codex_materials                         Materiale
codex_play                              Pornește
codex_polaroids                         Polaroizi
codex_introduction                      Introducere
codex_restartintroduction               Repornește Introducerea
codex_restartchapter                    Repornește Capitolul
codex_help                              Ajutor (wiki)
codex_opensavefolder                    Deschide Dosarul Cu Salvări
codex_options							Opțiuni
codex_nitgs								Nume În Joc
codex_workshop							Partajează Închisoare (Atelier Steam)
codex_checkforupdates                   Caută Actualizări
codex_preorder                          Pre-Comandă Acum
codex_termsconditions                   Termeni Și Condiții
codex_twitter                           Twitter
codex_extras                            În Plus
codex_unlocked                          * X/*Y Deblocate

codex_new                               Creează O Închisoare Nouă
codex_new_worldsize                     Mărime Lume
codex_new_small                         Mică
codex_new_medium                        Mediu
codex_new_large                         Mare
codex_new_selectwarden                  Alege-ți Directorul

codex_options_graphics					Grafică
codex_options_resolution				Rezoluție
codex_options_resolutionauto			Automată
codex_options_windowed					În Fereastră
codex_options_highdpi					DPI Înalt
codex_options_filtering					Filtrare
codex_options_nofiltering				Oprită
codex_options_multisampled				Eșantioane Multiple
codex_options_supersampled				Super Eșantion

codex_options_audio						Audio
codex_options_volume					Volum Principal
codex_options_frequency					Frecvență Mix
