
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Νέο
buildtoolbar_popup_obj_servingtable		Για το σερβίρισμα φαγητού στους κρατουμένους σου.
buildtoolbar_popup_obj_showerhead		Η κεφαλή ενός ντους. Για λούσιμο κεφαλιών και όχι μόνο.
buildtoolbar_popup_obj_bookshelf		Ένα ράφι για βιβλία.  
buildtoolbar_popup_obj_officedesk		Το προσωπικό σου χρειάζεται να γράφει πολλά. Δώσ' του ένα γυαλιστερό γραφείο για να κάνει τη δουλειά του.
buildtoolbar_popup_obj_filingcabinet	Το προσωπικό σου χρειάζεται να κρατάει ωραία και οργανωμένα όσα γράφει.
buildtoolbar_popup_obj_medicalbed		Ένα σημείο για να αποθηκεύονται ναρκωτικά φάρμακα, μέχρι να τα κλέψουν οι κρατούμενοί σου.
buildtoolbar_popup_obj_morgueslab		Εξασφάλισε ότι οι νεκροί θα έχουν στη διάθεσή τους ένα αξιοπρεπές μέρος ανάπαυσης πριν τον επόμενο σταθμό τους.
buildtoolbar_popup_obj_drain			Αφαιρεί νερό από το δάπεδο.
buildtoolbar_popup_obj_sprinkler		Ψεκάζει αυτόματα νερό στον χώρο, σε περίπτωση φωτιάς.
buildtoolbar_popup_obj_metaldetector	Αποκαλύπτει λαθραία είδη που κουβαλούν οι κρατούμενοι όταν περνάνε από μέσα του. Χρειάζεται έναν φύλακα κοντά του, για να κατάσχει τα λαθραία.
buildtoolbar_popup_obj_weightsbench		Επιτρέπει στους κρατουμένους σου να ασκούνται, φτιάχνοντάς τους τη διάθεση.
buildtoolbar_popup_obj_phonebooth		Μερικοί κρατούμενοι θέλουν να μιλούν στις οικογένειές τους και για αυτό υπάρχουν αυτοί οι χρήσιμοι τηλεφωνικοί θάλαμοι.
buildtoolbar_popup_obj_tv				Κατεύνασε τους κρατουμένους σου με την απύθμενη μετριότητα που προσφέρει το χαζοκούτι.
buildtoolbar_popup_obj_largetv			Δώσε τη δυνατότητα σε πολλούς κρατουμένους σου να μοιραστούν την εμπειρία του καψίματος εγκεφαλικών κυττάρων.
buildtoolbar_popup_obj_pooltable		Διώξε τη μονοτονία της ζωής στη φυλακή με λίγο μπιλιάρδο.  
buildtoolbar_popup_obj_dismantleobject	Αφαιρεί ένα αντικείμενο από το φυλακή σου.
buildtoolbar_popup_obj_altar            Προωθεί σε απευθείας σύνδεση τις προσευχές του πιστού στην ανώτερη δύναμη της επιλογής του.
buildtoolbar_popup_obj_pews             Καθίσματα για τους πιστούς. Φτιαγμένα από το σκληρότερο ξύλο, φυσικά χωρίς ίχνος μαξιλαριού.
buildtoolbar_popup_obj_prayermat        Προστατεύει τους κρατουμένους σου από το βρώμικο πάτωμα, ενώ προσεύχονται.  

buildtoolbar_popup_staff_workman		Σου χτίζει τη φυλακή σου, με βάση τα σχέδια που του δίνεις.
buildtoolbar_popup_staff_guard			Χρησιμοποιείται για να κρατάει τους κρατουμένους σου φρόνιμους και μακριά από μπλεξίματα.
buildtoolbar_popup_staff_armedguard     Οπλισμένος με καραμπίνα. Οι κρατούμενοι θα το σκεφτούν καλά πριν του επιτεθούν.\n\nΣημείωση: Κάθε ένοπλος φύλακας χρειάζεται τη δική του ιματιοθήκη στο Οπλοστάσιο.
buildtoolbar_popup_staff_doctor			Θεραπεύει αυτόματα όλους τους τραυματίες γύρω του, είτε είναι μέλη του προσωπικού είτε κρατούμενοι.
buildtoolbar_popup_staff_cook			Σερβίρει στους κρατουμένους τα γεύματα που ετοιμάζει.
buildtoolbar_popup_staff_gardener		Κρατάει τους υπαίθριους χώρους της φυλακής σου σε καλή και καθαρή κατάσταση.
buildtoolbar_popup_staff_janitor		Κρατάει το εσωτερικό της φυλακής σου σε καλή και καθαρή κατάσταση. Μπορεί επίσης να βοηθήσει με τον καθαρισμό των ρούχων.
buildtoolbar_popup_staff_warden			Ο ανώτατος επόπτης της φυλακής σου. Είναι απαραίτητος για να μπορείς να κάνεις έρευνα και να προσλαμβάνεις προσωπικό προηγμένου τύπου.
buildtoolbar_popup_staff_chief			Ένα μέλος προσωπικού προηγμένου τύπου που δίνει πρόσβαση στις εξής έρευνες: Τοποθέτηση, Παρακολούθηση και Φύλακες καταστολής.
buildtoolbar_popup_staff_foreman		Ένα μέλος προσωπικού προηγμένου τύπου που σου δίνει πρόσβαση σε Επιστάτες και Κηπουρούς.
buildtoolbar_popup_staff_psychologist	Ένα μέλος προσωπικού προηγμένου τύπου που σου δίνει μια εικόνα για τα όσα σκέφτονται οι κρατούμενοί σου.  
buildtoolbar_popup_staff_accountant		Ένα μέλος προσωπικού προηγμένου τύπου που σου δίνει πρόσβαση σε οικονομικές αναφορές.
buildtoolbar_popup_staff_lawyer			Ένα μέλος προσωπικού προηγμένου τύπου που σε βοηθάει να βρίσκεις νομικά παραθυράκια για να έχεις μεγαλύτερο έλεγχο πάνω στη φυλακή σου.

buildtoolbar_popup_uts_powerstation		Παράγει ηλεκτρισμό για τη φυλακή σου.
buildtoolbar_popup_uts_capacitor		Όταν τοποθετηθεί δίπλα σε έναν σταθμό ενέργειας, αυξάνει την ποσότητα του παραγόμενου ηλεκτρισμού.
