
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              새로시작
buildtoolbar_popup_uts_remotedoor       열쇠로는 열 수 없는 강력한 철문입니다(원격으로만 열림). 이것을 이용하면 죄수가 감방 열쇠를 가지고 있어도 탈옥할 수없습니다.
buildtoolbar_popup_uts_dismantleutility	교도소의 공공시설 물품을 철거합니다.
buildtoolbar_popup_uts_pressurepad      패드를 밟으면 연결된 물체에 신호를 보냅니다.
buildtoolbar_popup_uts_statuslight      수신한 신호에 따라 빨간불이나 녹색불이 켜집니다.

buildtoolbar_popup_autolights_name      자동조명
buildtoolbar_popup_autolights           자동조명 설치
buildtoolbar_popup_autolights_desc      선택하면 새로 짓는 건물이 완성되면 조명이 자동으로 설치됩니다.

buildtoolbar_contraband_source          밀반입품을 어디에서 훔쳤는지 보여줍니다.
buildtoolbar_contraband_day             최근 24시간 동안 압수된 밀반입품을 보여줍니다.
buildtoolbar_contraband_week            최근 7일 동안 압수된 밀반입품을 보여줍니다.
buildtoolbar_contraband_alltime         교도소가 설립된 이후 압수된 모든 밀반입품을 보여줍니다.
buildtoolbar_contraband_informants      비밀 정보원에게서 받은 정보를 보여줍니다.

buildtoolbar_deployment_Guards          교도소의 특정 구역에 교도관을 배정합니다.
buildtoolbar_deployment_Patrols         클릭한 다음 드래그해서 순찰 경로를 지정합니다.\n\n순찰 경로에 교도관을 배정하려면 기존의 순찰 구역을 다시 클릭합니다.\n교도관 순찰을 지우려면 오른쪽 버튼을 클릭해서 드래그합니다.
buildtoolbar_deployment_DogPatrols      클릭한 다음 드래그해서 순찰 경로를 지정합니다.\n\n순찰 경로에 경비견을 배정하려면 기존의 순찰 구역을 다시 클릭합니다.\n경비견 순찰을 지우려면 오른쪽 버튼을 클릭해서 드래그합니다.
buildtoolbar_deployment_ArmedPatrols    클릭한 다음 드래그해서 순찰 경로를 지정합니다.\n\n순찰 경로에 무장 교도관을 배정하려면 기존의 순찰 구역을 다시 클릭합니다.\n무장 교도관 순찰을 지우려면 오른쪽 버튼을 클릭해서 드래그합니다.
buildtoolbar_deployment_SharedZone      모든 죄수들이 이 구역을 이용할 수 있습니다.
buildtoolbar_deployment_MinSecZone      저위험 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_MedSecZone      중위험 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_MaxSecZone      고위험 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_ProtectedZone   보호감호' 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_SuperMaxZone    초고위험' 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_DeathRowZone    사형수' 등급 죄수만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_StaffOnlyZone   직원만이 이 구역에 들어가는 것이 허용됩니다.
buildtoolbar_deployment_UnlockedZone    이 구역에는 누구라도 들어갈 수 있고, 모든 문의 자물쇠가 열려 있습니다.

job_matsassigned                        자재 배정됨
job_matsavailable                       자재 사용가능
job_awaitingmaterials                   자재 기다리는 중
job_inprogress                          작업중
job_blocked                             작업(차단됨)
job_queued                              작업(대기중)

job_failed_noroute                      길 없음
job_failed_nomaterials                  자재 없음
job_failed_toodangerous                 너무 위험함
job_failed_materialsbeingcarried        자재 운송 중

job_rightclicktocancel                  오른쪽 버튼 클릭으로 취소
job_refundamount                        환불: *X

failuremessage_blocked                  차단됨
failuremessage_cantafford               자금 부족
failuremessage_cantaffordupkeep         일일 예산 초과
failuremessage_maximumcountreached      고용 한계치
failuremessage_maxstaff                 너무 많은 직원


# =============================================================================
# Status Toolbar
# =============================================================================

statustoolbar_deliveries                배달
statustoolbar_finances                  재정
statustoolbar_regime                    시간표
statustoolbar_escapemap                 보안
statustoolbar_electricity               전기
statustoolbar_stats                     상태
statustoolbar_danger                    위험수준
statustoolbar_jobs                      작업
statustoolbar_gangs                     갱단
statustoolbar_staff                     직원
statustoolbar_research                  연구


# =============================================================================
# Sprite Bank Editor + other tools
# =============================================================================

spritebankeditor_title                  스프라이트 은행 편집기
spritebankeditor_create                 생성
spritebankeditor_rotate                 회전
spritebankeditor_sort                   정렬
spritebankeditor_markermodetitle        시장 모드


# =============================================================================
# Codex
# =============================================================================

codex_mainmenu                          메인 메뉴
codex_campaign                          캠페인
codex_cutscenes                         장면
codex_qualifications                    자격
codex_load                              교도소 불러오기
codex_loadcampaign                      캠페인 불러오기
codex_save                              교도소 저장
codex_savecampaign                      캠페인 저장
codex_performance						성능 테스트
codex_developer_load                    (개발자)지도 불러오기
codex_developer_save                    (개발자)지도 저장
codex_developer_clearach                (개발자)성취 지우기
codex_contacts                          연락처
codex_materials                         자재
codex_play                              재생
codex_polaroids                         폴라로이드
codex_introduction                      도입부
codex_restartintroduction               도입부 재시작
codex_restartchapter                    챕터 재시작
codex_help                              도움말(wiki)
codex_opensavefolder                    저장 폴더 열기
codex_options							설정
codex_nitgs								게임에 등장하는 이름
codex_workshop							교도소 공유(스팀 창작마당)
codex_checkforupdates                   업데이트 확인
codex_preorder                          사전예약주문
codex_termsconditions                   이용약관
codex_twitter                           트위터
codex_extras                            추가
codex_unlocked                          잠금해제 *X/*Y

codex_new                               새 교도소 만들기
codex_new_worldsize                     크기
codex_new_small                         작게
codex_new_medium                        중간
codex_new_large                         크게
codex_new_selectwarden                  교도소장 선택

codex_options_graphics					그래픽
codex_options_resolution				해상도
codex_options_resolutionauto			자동
codex_options_windowed					창모드
codex_options_highdpi					고해상도
codex_options_filtering					안티앨리어싱
codex_options_nofiltering				OFF
codex_options_multisampled				멀티샘플링
codex_options_supersampled				수퍼샘플링

codex_options_audio						오디오
codex_options_volume					기본 볼륨
codex_options_frequency					주파수
codex_options_swapstero					오디오 좌우 반전
codex_options_dspenabled				DSP 켜기
codex_options_11khz						11025Hz
codex_options_22khz						22050Hz
codex_options_44khz						44100Hz

codex_options_clocktype                 시계 유형
codex_options_clocktype_analogue        아날로그
codex_options_clocktype_12h             12시간
codex_options_clocktype_24h             24시간
